Unnamed: 0	lexeme	lang	mframe	mframe_trans	frame	tax_class	field	meaning	example	comment	usage
3109	ровный	русский	мягкий человек	человек	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3107	ровный	русский	стройная девушка	девушка	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3112	ровный	русский	стройный парень	парень	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3114	ровный	русский	стройный человек	человек	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
5135	салăт”	ненецкий	аккуратный человек	ненэць'	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
5133	салăт”	ненецкий	добрый человек	ненэць'	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
5131	салăт”	ненецкий	красивая девушка	не нацекы	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
5134	салăт”	ненецкий	мягкий человек	ненэць'	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
5132	салăт”	ненецкий	стройная девушка	не нацекы	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
5285	салмуй	ненецкий	аккуратный человек	ненэць'	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
5283	салмуй	ненецкий	добрый человек	ненэць'	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
5281	салмуй	ненецкий	красивая девушка	не нацекы	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
5284	салмуй	ненецкий	мягкий человек	ненэць'	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
5282	салмуй	ненецкий	стройная девушка	не нацекы	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
2960	скользкий	русский	аккуратный человек	человек	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
2958	скользкий	русский	добрый человек	человек	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
2956	скользкий	русский	красивая девушка	девушка	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
2961	скользкий	русский	красивый парень	парень	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
2963	скользкий	русский	красивый человек	человек	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
2959	скользкий	русский	мягкий человек	человек	отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
2957	скользкий	русский	стройная девушка	девушка	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
2962	скользкий	русский	стройный парень	парень	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
2964	скользкий	русский	стройный человек	человек	отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3710	光溜 guāngliu	китайский	аккуратный человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3708	光溜 guāngliu	китайский	добрый человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3706	光溜 guāngliu	китайский	красивая девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3711	光溜 guāngliu	китайский	красивый парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3713	光溜 guāngliu	китайский	красивый человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3709	光溜 guāngliu	китайский	мягкий человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3707	光溜 guāngliu	китайский	стройная девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3712	光溜 guāngliu	китайский	стройный парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3714	光溜 guāngliu	китайский	стройный человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3635	光滑 guānghuá	китайский	аккуратный человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3633	光滑 guānghuá	китайский	добрый человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3631	光滑 guānghuá	китайский	красивая девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3636	光滑 guānghuá	китайский	красивый парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3638	光滑 guānghuá	китайский	красивый человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3634	光滑 guānghuá	китайский	мягкий человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3632	光滑 guānghuá	китайский	стройная девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3637	光滑 guānghuá	китайский	стройный парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3639	光滑 guānghuá	китайский	стройный человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4010	平 píng	китайский	аккуратный человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
4008	平 píng	китайский	добрый человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
4006	平 píng	китайский	красивая девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4011	平 píng	китайский	красивый парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4013	平 píng	китайский	красивый человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4009	平 píng	китайский	мягкий человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
4007	平 píng	китайский	стройная девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4012	平 píng	китайский	стройный парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4014	平 píng	китайский	стройный человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3860	平坦 píngtǎn	китайский	аккуратный человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3858	平坦 píngtǎn	китайский	добрый человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3856	平坦 píngtǎn	китайский	красивая девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3861	平坦 píngtǎn	китайский	красивый парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3863	平坦 píngtǎn	китайский	красивый человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3859	平坦 píngtǎn	китайский	мягкий человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3857	平坦 píngtǎn	китайский	стройная девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3862	平坦 píngtǎn	китайский	стройный парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3864	平坦 píngtǎn	китайский	стройный человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3935	平整 píngzhěng	китайский	аккуратный человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3933	平整 píngzhěng	китайский	добрый человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3931	平整 píngzhěng	китайский	красивая девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3936	平整 píngzhěng	китайский	красивый парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3938	平整 píngzhěng	китайский	красивый человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3934	平整 píngzhěng	китайский	мягкий человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3932	平整 píngzhěng	китайский	стройная девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3937	平整 píngzhěng	китайский	стройный парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3939	平整 píngzhěng	китайский	стройный человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4085	平滑 pínghuá	китайский	аккуратный человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
4083	平滑 pínghuá	китайский	добрый человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
4081	平滑 pínghuá	китайский	красивая девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4086	平滑 pínghuá	китайский	красивый парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4088	平滑 pínghuá	китайский	красивый человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4084	平滑 pínghuá	китайский	мягкий человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
4082	平滑 pínghuá	китайский	стройная девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4087	平滑 pínghuá	китайский	стройный парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4089	平滑 pínghuá	китайский	стройный человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3785	滑 huá	китайский	аккуратный человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3783	滑 huá	китайский	добрый человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3781	滑 huá	китайский	красивая девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3786	滑 huá	китайский	красивый парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3788	滑 huá	китайский	красивый человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3784	滑 huá	китайский	мягкий человек		отсутствие недостатков, затруднений: характеристика человека	качества человека	гладкий	f			0
3782	滑 huá	китайский	стройная девушка		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3787	滑 huá	китайский	стройный парень		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
3789	滑 huá	китайский	стройный человек		отсутствие недостатков, затруднений: характеристика человека		гладкий	f			0
4702	gur’kstəms	мокшанский	гладкая ткань (без рисунка)	kotf	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4708	gur’kstəms	мокшанский	обычный человек (не выделяется на фоне остальных)	loman'	отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4703	gur’kstəms	мокшанский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4704	gur’kstəms	мокшанский	слабая боль.		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4711	gur’kstəms	мокшанский	слабый дождь	piz'əm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4705	gur’kstəms	мокшанский	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4402	lame	эстонский	гладкая ткань (без рисунка)	kangas	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4412	lame	эстонский	медленное течение реки	vool	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			0
4403	lame	эстонский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4404	lame	эстонский	слабая боль.	valu	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4411	lame	эстонский	слабый дождь	vihm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4409	lame	эстонский	тихие шаги	sammud	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
4410	lame	эстонский	тихий стук в дверь	koputus	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
4405	lame	эстонский	тихий шепот	sosin	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4177	libe	эстонский	гладкая ткань (без рисунка)	kangas	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4187	libe	эстонский	медленное течение реки	vool	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			0
4178	libe	эстонский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4179	libe	эстонский	слабая боль.	valu	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4186	libe	эстонский	слабый дождь	vihm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4184	libe	эстонский	тихие шаги	sammud	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
4185	libe	эстонский	тихий стук в дверь	koputus	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
4180	libe	эстонский	тихий шепот	sosin	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4552	pajłi	хантыйский (говор с. теги)	гладкая ткань (без рисунка)	sŏx	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4553	pajłi	хантыйский (говор с. теги)	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4554	pajłi	хантыйский (говор с. теги)	слабая боль.		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4561	pajłi	хантыйский (говор с. теги)	слабый дождь	jert	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4555	pajłi	хантыйский (говор с. теги)	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4252	sile	эстонский	гладкая ткань (без рисунка)	kangas	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4262	sile	эстонский	медленное течение реки	vool	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			0
4253	sile	эстонский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4254	sile	эстонский	слабая боль.	valu	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4261	sile	эстонский	слабый дождь	vihm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4259	sile	эстонский	тихие шаги	sammud	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
4260	sile	эстонский	тихий стук в дверь	koputus	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
4255	sile	эстонский	тихий шепот	sosin	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4327	tasane	эстонский	гладкая ткань (без рисунка)	kangas	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4337	tasane	эстонский	медленное течение реки	vool	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			1
4328	tasane	эстонский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4329	tasane	эстонский	слабая боль.	valu	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			1
4336	tasane	эстонский	слабый дождь	vihm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			1
4334	tasane	эстонский	тихие шаги	sammud	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			1
4335	tasane	эстонский	тихий стук в дверь	koputus	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			1
4330	tasane	эстонский	тихий шепот	sosin	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			1
4777	vad'av	мокшанский	гладкая ткань (без рисунка)	kotf	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4783	vad'av	мокшанский	обычный человек (не выделяется на фоне остальных)	loman'	отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4778	vad'av	мокшанский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4779	vad'av	мокшанский	слабая боль.		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4786	vad'av	мокшанский	слабый дождь	piz'əm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4780	vad'av	мокшанский	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4627	valaz’ɛ	мокшанский	гладкая ткань (без рисунка)	kotf	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4633	valaz’ɛ	мокшанский	обычный человек (не выделяется на фоне остальных)	loman'	отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4628	valaz’ɛ	мокшанский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4629	valaz’ɛ	мокшанский	слабая боль.		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4636	valaz’ɛ	мокшанский	слабый дождь	piz'əm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4630	valaz’ɛ	мокшанский	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4852	vid’ə	мокшанский	гладкая ткань (без рисунка)	kotf	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4858	vid’ə	мокшанский	обычный человек (не выделяется на фоне остальных)	loman'	отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4853	vid’ə	мокшанский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4854	vid’ə	мокшанский	слабая боль.		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4861	vid’ə	мокшанский	слабый дождь	piz'əm	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4855	vid’ə	мокшанский	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4477	wŏł’ǝk	хантыйский (говор с. теги)	гладкая ткань (без рисунка)	sŏx	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
4478	wŏł’ǝk	хантыйский (говор с. теги)	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
4479	wŏł’ǝk	хантыйский (говор с. теги)	слабая боль.		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4486	wŏł’ǝk	хантыйский (говор с. теги)	слабый дождь	jert	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
4480	wŏł’ǝk	хантыйский (говор с. теги)	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
5002	валаня	эрзянский	гладкая ткань (без рисунка)	коцт	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
5003	валаня	эрзянский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
5004	валаня	эрзянский	слабая боль.	сэредькс	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
5011	валаня	эрзянский	слабый дождь	пиземе	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
5005	валаня	эрзянский	тихий шепот	тошкамо	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3277	вольк	коми-зырянский (ижемский диалект)	гладкая ткань (без рисунка)	тӧвар	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
3287	вольк	коми-зырянский (ижемский диалект)	медленное течение реки	визыы	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			0
3278	вольк	коми-зырянский (ижемский диалект)	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
3279	вольк	коми-зырянский (ижемский диалект)	слабая боль.	доймем	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3286	вольк	коми-зырянский (ижемский диалект)	слабый дождь	зэр	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3280	вольк	коми-зырянский (ижемский диалект)	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3352	вольсъёоны	коми-зырянский (ижемский диалект)	гладкая ткань (без рисунка)	тӧвар	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
3362	вольсъёоны	коми-зырянский (ижемский диалект)	медленное течение реки	визыы	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			0
3353	вольсъёоны	коми-зырянский (ижемский диалект)	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
3354	вольсъёоны	коми-зырянский (ижемский диалект)	слабая боль.	доймем	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3361	вольсъёоны	коми-зырянский (ижемский диалект)	слабый дождь	зэр	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3355	вольсъёоны	коми-зырянский (ижемский диалект)	тихий шепот		отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3052	гладкий	русский	гладкая ткань (без рисунка)	ткань	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			1
3062	гладкий	русский	медленное течение реки	течение	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			0
3058	гладкий	русский	обычный человек (не выделяется на фоне остальных)	человек	отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
3053	гладкий	русский	простой, легкий для понимания текст (положительная оценка)	текст	отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
3057	гладкий	русский	пустой карман ('нет денег')	карман	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
3054	гладкий	русский	слабая боль.	боль	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3061	гладкий	русский	слабый дождь	дождь	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3059	гладкий	русский	тихие шаги	шиг	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
3060	гладкий	русский	тихий стук в дверь	стук	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства: звук	гладкий	f			0
3055	гладкий	русский	тихий шепот	шепот	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3056	гладкий	русский	фасад без украшений.	фасад	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
5077	лапужа	эрзянский	гладкая ткань (без рисунка)	коцт	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
5078	лапужа	эрзянский	простой, легкий для понимания текст (положительная оценка)		отсутствие ресурса, отличительных качеств, малая интенсивность		гладкий	f			0
5079	лапужа	эрзянский	слабая боль.	сэредькс	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
5086	лапужа	эрзянский	слабый дождь	пиземе	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
5080	лапужа	эрзянский	тихий шепот	тошкамо	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая степень	гладкий	f			0
3427	мольыд	коми-зырянский (ижемский диалект)	гладкая ткань (без рисунка)	тӧвар	отсутствие ресурса, отличительных качеств, малая интенсивность	физ.свойства	гладкий	f			0
3437	мольыд	коми-зырянский (ижемский диалект)	медленное течение реки	визыы	отсутствие ресурса, отличительных качеств, малая интенсивность	низкая скорость	гладкий	f			0
